timestamp,event_time,event_magnitude_mms,richter_scale,event_type,risk_level,station_id,x_coord,y_coord,z_coord,dominant_frequency_hz,peak_ground_accel_g,event_duration_s,energy_joules,signal_quality,temperature_c,corrected_magnitude,hour,day_of_week,day_of_year,time_since_last_event,rolling_mean_magnitude,rolling_std_magnitude,rolling_max_magnitude,rolling_mean_richter,cumulative_events,cumulative_energy,event_rate_per_hour,magnitude_change,richter_change,distance_from_center,depth,spatial_shift,frequency_category,log_energy,energy_per_duration,local_b_value,seismic_moment,risk_score,risk_level_encoded,event_type_encoded
2025-04-30 14:27:09.810170,2025-04-30 14:27:09.827064,0.6196509843303399,-0.6191503223230058,Microseismic,Low,1,88.81949013532287,157.08286480300117,-44.87058749208504,457.6869051583703,0.00938767271279656,0.9012522099139829,7434.889470045002,0.8192230186751878,18.869734979009486,0.6158523595758773,14,2,120,50677.064721,0.6196509843303399,,0.6196509843303399,-0.6191503223230058,1,7434.889470045002,0.0710380528118512,0.0,0.0,180.45478171169825,44.87058749208504,0.0,High,3.8713329256256404,8249.510390387393,1.0,148345547.75539702,-0.9211740192751792,0,1
2025-05-01 06:40:16.145491,2025-05-01 06:40:16.183220,1.733250106958855,-0.25854373994523305,Microseismic,Low,4,292.2833340008685,-84.8498457990539,-53.30501147610528,248.1888411165528,0.05092448170584302,2.026003668117104,25833.567835728136,0.5618297318302578,23.75481980221811,1.7310918982478667,6,3,121,58386.335321,1.1764505456445975,0.7874334911340127,1.733250106958855,-0.43884703113411944,2,33268.45730577314,0.06165826267752031,1.1135991226285151,0.36060658237777277,304.35019905823367,53.30501147610528,316.22794267386155,High,4.412201201003478,12750.99756346292,1.0,515447443.6382049,0.24451476054574392,0,1
2025-05-02 06:29:43.431321,2025-05-02 06:29:43.456565,3.293228384953393,0.5292992921369117,Minor Event,Medium,4,286.2250030908707,-102.55835182961533,-57.55540440600426,55.5986403132272,0.0648727136528874,0.7273492237570877,392598.7732278353,0.8168323534651232,21.133875147735885,3.280496352850143,6,4,122,85767.28583,1.8820431587475295,1.3429849435030987,3.293228384953393,-0.11613159004377571,3,425867.23053360847,0.0419740459915636,1.5599782779945381,0.7878430320821448,304.0443519034289,57.55540440600426,19.192717350807847,Low,5.593950044408337,539766.5391046753,1.0,7833375371.245126,2.4272897306807026,1,2
2025-05-03 19:01:57.605561,2025-05-03 19:01:57.694614,1.082261578462267,0.12792469431817394,Minor Event,Medium,4,306.86197636215456,-126.15314136367515,-22.266750478895677,74.99813516251672,0.03496753678952834,1.8663669253082353,98149.2626912422,0.942172358078776,19.320672512463766,1.076115060531002,19,5,123,131534.17424,1.6820977636762138,1.1671839399561574,3.293228384953393,-0.0551175189532883,4,524016.4932248507,0.02736931311425854,-2.2109668064911263,-0.4013745978187378,331.78138527170404,22.266750478895677,47.200506935238515,Low,4.991891466291647,52588.40657767904,1.0,1958335250.8981612,0.9197603720914584,1,2
2025-05-04 07:46:26.403866,2025-05-04 07:46:26.464622,1.626657129137208,0.041644502185750304,Minor Event,Medium,1,67.24011928573222,192.77154321146045,-52.384933673840585,19.52161822251154,0.032270126985094204,0.4503297499085881,72856.2398445955,0.8870900457674114,25.242608139724133,1.6270517693972772,7,6,124,45868.798305,1.6710096367684126,1.0111149761823832,3.293228384953393,-0.03576511472548058,5,596872.7330694462,0.07848472454111746,0.5443955506749412,-0.08628019213242363,204.16194923072092,52.384933673840585,400.0483642999523,Very Low,4.862472714216253,161784.2033740487,0.30053793485284014,1453673097.7225547,0.9135545560441828,1,2
2025-05-05 17:18:24.722346,2025-05-05 17:18:24.763386,0.6082677353841238,0.2664733975072182,Minor Event,Medium,6,57.80506537966284,78.30182335008335,-52.62675615240257,29.500768569269283,0.010240493585321715,2.309119197363567,158383.5584864036,0.5871529723998756,33.098060777186554,0.613193524474066,17,0,125,120718.31848,1.4938859865376977,1.0030550936387077,3.293228384953393,0.014607970646635887,6,755256.2915558498,0.029821488944914605,-1.0183893937530843,0.2248288953214679,97.32728868870619,52.62675615240257,114.85815376134045,Very Low,5.1997128382948805,68590.46456641899,0.38134193360021423,3160167455.5859046,1.017269299300996,1,2
2025-05-05 20:57:36.461864,2025-05-05 20:57:36.538813,0.8373874570759335,-0.15163710991973234,Microseismic,Low,1,79.95906552742531,204.3172129637801,-32.91004336811166,382.8920382577778,0.03409103154308921,0.2826745595639655,37371.827460966,0.855912883581866,21.260150050867548,0.834255753637184,20,0,125,13151.739518,1.4001004823288743,0.9486848684679509,3.293228384953393,-0.009141326577131003,7,792628.1190168158,0.27372804905943393,0.22911972169180972,-0.41811050742695055,219.40596088827158,32.91004336811166,129.45820524422956,High,4.572555955870604,132207.96211237842,0.1704726861700799,745665989.7438438,0.2560952743468654,0,1
2025-05-06 07:45:57.696985,2025-05-06 07:45:57.751845,0.1266205604333864,-0.848573788696945,Microseismic,Low,2,320.1258561842888,168.46216260953702,-36.64307887934858,404.0911439558746,0.004283010050397933,1.3757132880905436,3366.1953594970732,0.6616894052566379,23.984773069785035,0.12649201183051553,7,1,126,38901.235121,1.3296675646293095,1.031014225510927,3.293228384953393,-0.04191610748769375,8,795994.3143763129,0.09254204882704656,-0.7107668966425471,-0.6969366787772127,361.7458555793087,36.64307887934858,242.8571751553805,High,3.5272683142170975,2446.8727522209733,-0.24380021626916545,67164427.45627627,-1.3837166302085655,0,1
2025-05-06 17:19:36.674261,2025-05-06 17:19:36.770764,2.5737784881875054,0.8489116235162508,Minor Event,Medium,4,267.9202962656836,-86.63798096486575,-49.89207659495677,73.55167232137133,0.030689183283147292,3.1420710893629815,1184042.8927305266,0.7714002168785551,22.131230998459177,2.5663949122437604,17,1,126,34418.977276,1.449743047661974,1.130040432130663,3.293228384953393,0.11629180157823252,9,1980037.2071068394,0.10459346223835196,2.447157927754119,1.697485412213196,281.5802281708716,49.89207659495677,260.7240680845636,Low,6.073367802063705,376835.16987853305,0.1648845461581955,23624761631.71963,2.7706552866400895,1,2
2025-05-07 06:20:28.098801,2025-05-07 06:20:28.162177,0.7284085963682296,0.2702411929742736,Minor Event,Medium,1,94.59593362644924,218.9523387532282,-52.501226010745114,40.80972079536622,0.02076488329358435,0.8172905508612841,160458.15323589198,0.971679151835235,25.080267093219653,0.7284670636089363,6,2,127,46851.42454,1.0833402207212364,0.800424496770721,2.5737784881875054,0.07928350169785565,10,2140495.3603427312,0.07683864547013836,-1.8453698918192758,-0.5786704305419772,238.51313864055368,52.501226010745114,351.33116265195946,Very Low,5.2053644960432806,196329.38747033916,0.1858994695617158,3201561062.8107758,0.9835703142321388,1,2
